loyalty_card_num,lifestage,premium_customer
29041,young families,budget
29042,older families,premium
29043,young singles / couples,mainstream
29045,older singles / couples,budget
29047,new families,budget
29049,older singles / couples,premium
29050,retirees,premium
29051,older singles / couples,premium
29052,young families,premium
29053,young singles / couples,budget
29054,retirees,budget
29056,midage singles / couples,mainstream
29058,young singles / couples,budget
29059,older singles / couples,budget
29062,young singles / couples,budget
29063,young singles / couples,budget
29064,older families,budget
29065,older families,budget
29066,new families,premium
29067,retirees,mainstream
29068,young singles / couples,mainstream
29070,retirees,mainstream
29071,older singles / couples,mainstream
29072,young singles / couples,mainstream
29073,young families,mainstream
29074,new families,mainstream
29076,young singles / couples,mainstream
29077,young singles / couples,mainstream
29078,retirees,premium
29081,retirees,premium
29083,midage singles / couples,premium
29084,older families,budget
29086,young singles / couples,mainstream
29087,midage singles / couples,mainstream
29089,young singles / couples,mainstream
29090,older families,budget
29091,older singles / couples,mainstream
29092,new families,budget
29093,older families,premium
29094,retirees,budget
29095,midage singles / couples,premium
29096,young families,premium
29098,young singles / couples,mainstream
29100,retirees,mainstream
29101,young singles / couples,mainstream
29102,older singles / couples,premium
29103,older singles / couples,budget
29104,older families,mainstream
29105,young families,budget
29106,young singles / couples,budget
29107,new families,premium
29108,retirees,mainstream
29109,young singles / couples,budget
29111,new families,mainstream
29112,young singles / couples,budget
29113,young singles / couples,mainstream
29114,young singles / couples,mainstream
29115,young singles / couples,mainstream
29116,older singles / couples,budget
29117,older singles / couples,budget
29118,older singles / couples,premium
29119,older singles / couples,premium
29122,young singles / couples,premium
29124,older families,budget
29125,young singles / couples,mainstream
29126,midage singles / couples,mainstream
29127,young families,mainstream
29128,older singles / couples,budget
29129,young singles / couples,mainstream
29130,young singles / couples,budget
29131,young singles / couples,mainstream
29132,young singles / couples,mainstream
29133,young singles / couples,budget
29134,young singles / couples,mainstream
29135,retirees,mainstream
29136,older singles / couples,mainstream
29137,young singles / couples,mainstream
29138,retirees,premium
29139,young singles / couples,mainstream
29140,young singles / couples,mainstream
29141,young singles / couples,mainstream
29142,midage singles / couples,mainstream
29144,young singles / couples,mainstream
29146,young singles / couples,mainstream
29148,older singles / couples,budget
29150,retirees,mainstream
29152,new families,mainstream
29153,older singles / couples,mainstream
29154,older families,budget
29155,older singles / couples,premium
29156,older singles / couples,premium
29157,young singles / couples,mainstream
29158,young singles / couples,mainstream
29159,retirees,budget
29160,young singles / couples,mainstream
29162,older singles / couples,mainstream
29164,new families,mainstream
29166,older singles / couples,premium
29169,young singles / couples,mainstream
29170,older families,budget
29172,midage singles / couples,premium
29174,young singles / couples,mainstream
29175,retirees,budget
29176,midage singles / couples,premium
29177,older singles / couples,budget
29179,young families,budget
29180,retirees,mainstream
29181,retirees,premium
29183,retirees,mainstream
29185,midage singles / couples,premium
29186,midage singles / couples,premium
29187,midage singles / couples,premium
29188,midage singles / couples,mainstream
29190,older singles / couples,budget
29191,older families,mainstream
29192,retirees,mainstream
29193,young singles / couples,budget
29194,retirees,budget
29195,older singles / couples,mainstream
29196,older families,mainstream
29197,retirees,premium
29198,older singles / couples,premium
29199,older singles / couples,premium
29202,young singles / couples,budget
29205,retirees,mainstream
29206,older singles / couples,budget
29208,midage singles / couples,premium
29209,older families,budget
29211,older singles / couples,premium
29212,midage singles / couples,mainstream
29213,retirees,premium
29214,midage singles / couples,budget
29215,young singles / couples,mainstream
29217,older singles / couples,budget
29218,older families,mainstream
29219,older singles / couples,mainstream
29220,older singles / couples,mainstream
29221,midage singles / couples,mainstream
29222,older families,budget
29223,young singles / couples,mainstream
29225,young families,mainstream
29226,young singles / couples,mainstream
29227,older singles / couples,mainstream
29228,young singles / couples,budget
29229,young singles / couples,mainstream
29230,young singles / couples,mainstream
29231,retirees,premium
29232,older families,budget
29233,older singles / couples,mainstream
29234,midage singles / couples,mainstream
29236,older families,budget
29237,young singles / couples,mainstream
29238,young singles / couples,premium
29240,young singles / couples,mainstream
29241,young singles / couples,mainstream
29242,older singles / couples,mainstream
29244,midage singles / couples,mainstream
29245,older singles / couples,premium
29246,young singles / couples,mainstream
29248,older families,budget
29249,young families,premium
29250,young singles / couples,mainstream
29252,older singles / couples,premium
29253,young families,premium
29254,retirees,mainstream
29255,older families,mainstream
29257,young families,premium
29260,young singles / couples,mainstream
29261,retirees,mainstream
29262,retirees,mainstream
29263,older singles / couples,mainstream
29264,young singles / couples,mainstream
29266,young singles / couples,mainstream
29267,young families,mainstream
29268,older singles / couples,mainstream
29269,young families,premium
29270,young singles / couples,premium
29271,older families,mainstream
29272,older families,premium
29273,young singles / couples,premium
29274,midage singles / couples,premium
29277,young singles / couples,mainstream
29279,older singles / couples,premium
29280,young families,premium
29281,retirees,mainstream
29285,retirees,premium
29286,young singles / couples,mainstream
29287,retirees,budget
29288,midage singles / couples,mainstream
29290,retirees,mainstream
29291,new families,budget
29292,young singles / couples,premium
29293,young singles / couples,budget
29296,retirees,mainstream
29297,retirees,budget
29298,older singles / couples,mainstream
29299,older families,budget
29300,young singles / couples,budget
29301,midage singles / couples,mainstream
29302,young families,mainstream
29304,young families,premium
29305,young families,budget
29310,young singles / couples,mainstream
29311,older singles / couples,mainstream
29312,midage singles / couples,premium
29313,young singles / couples,mainstream
29315,midage singles / couples,mainstream
29316,young singles / couples,mainstream
29317,young singles / couples,premium
29318,older families,mainstream
29319,older singles / couples,budget
29320,retirees,mainstream
29321,older singles / couples,premium
29322,retirees,budget
29323,young families,budget
29324,retirees,mainstream
29325,young singles / couples,budget
29327,older singles / couples,premium
29328,midage singles / couples,budget
29329,young singles / couples,mainstream
29330,new families,budget
29331,young singles / couples,budget
29332,retirees,budget
29334,young singles / couples,mainstream
29335,older singles / couples,budget
29337,retirees,budget
29338,retirees,mainstream
29339,midage singles / couples,premium
29340,young singles / couples,mainstream
29341,young singles / couples,budget
29342,young singles / couples,mainstream
29343,retirees,premium
29344,retirees,mainstream
29345,older families,budget
29346,retirees,mainstream
29348,older singles / couples,budget
29350,young singles / couples,mainstream
29351,retirees,premium
29352,young singles / couples,mainstream
29354,retirees,budget
29355,young singles / couples,mainstream
29356,young families,premium
29357,retirees,premium
29359,older families,mainstream
29360,young singles / couples,mainstream
29361,retirees,budget
29362,retirees,mainstream
29363,young singles / couples,mainstream
29364,older singles / couples,premium
29366,young singles / couples,budget
29367,young singles / couples,mainstream
29368,young singles / couples,mainstream
29369,young singles / couples,mainstream
29373,young families,premium
29374,older singles / couples,mainstream
29376,older singles / couples,premium
29377,retirees,budget
29378,retirees,mainstream
29379,retirees,budget
29380,retirees,premium
29381,older singles / couples,mainstream
29383,young singles / couples,budget
29384,older families,premium
29385,new families,budget
29386,older singles / couples,premium
30000,older families,budget
30001,older families,mainstream
30002,young families,budget
30003,young families,mainstream
30004,young singles / couples,premium
30005,older families,premium
30006,older singles / couples,premium
30007,older singles / couples,budget
30008,retirees,premium
30009,older families,premium
30010,older singles / couples,mainstream
30011,older families,budget
30012,older families,mainstream
30013,young families,premium
30014,young singles / couples,premium
30015,older families,budget
30016,older families,mainstream
30017,young families,budget
30018,older families,budget
30019,young families,budget
30020,older singles / couples,premium
30021,older singles / couples,premium
30022,older singles / couples,budget
30023,young singles / couples,mainstream
30024,retirees,mainstream
30025,older families,mainstream
30026,young families,budget
30027,retirees,budget
30028,older singles / couples,mainstream
30029,older singles / couples,premium
30030,young families,budget
30031,older singles / couples,mainstream
30032,midage singles / couples,budget
30033,older families,budget
30034,older singles / couples,mainstream
30035,young singles / couples,mainstream
30036,young singles / couples,premium
30037,midage singles / couples,mainstream
30038,young families,budget
30039,midage singles / couples,premium
30040,older families,budget
30041,older singles / couples,mainstream
30042,older families,budget
30043,older families,premium
30044,older families,budget
30045,older families,premium
30046,new families,mainstream
30047,young families,mainstream
30048,older families,budget
30049,new families,mainstream
30050,older families,budget
30051,older singles / couples,premium
30052,midage singles / couples,mainstream
30053,retirees,mainstream
30054,older families,budget
30055,older families,mainstream
30056,young families,budget
30057,retirees,premium
30058,retirees,mainstream
30059,older families,budget
30060,retirees,budget
30061,young families,mainstream
30062,older singles / couples,mainstream
30063,young families,mainstream
30064,retirees,mainstream
30065,older singles / couples,premium
30066,retirees,budget
30067,young singles / couples,budget
30068,retirees,mainstream
30069,retirees,mainstream
30070,older singles / couples,budget
30071,midage singles / couples,mainstream
30072,midage singles / couples,mainstream
30073,new families,premium
30074,young singles / couples,mainstream
30075,young singles / couples,mainstream
30076,older singles / couples,budget
30077,young singles / couples,budget
30078,older singles / couples,premium
30079,retirees,budget
30080,young families,mainstream
30081,older singles / couples,mainstream
30082,young families,premium
30083,older families,mainstream
30084,older families,premium
30085,young families,budget
30086,retirees,premium
30087,older singles / couples,mainstream
30088,older singles / couples,premium
30089,retirees,budget
30090,young families,budget
30091,young families,premium
30092,young singles / couples,premium
30093,young families,mainstream
30094,young families,mainstream
30095,older families,premium
30096,older families,budget
30097,young families,budget
30098,older families,budget
30099,retirees,budget
30100,retirees,budget
30101,older families,budget
30102,retirees,budget
30103,retirees,budget
30104,older families,premium
30105,young families,mainstream
30106,older families,budget
30107,retirees,budget
30108,older singles / couples,mainstream
30109,older families,budget
30110,older singles / couples,budget
30111,midage singles / couples,premium
30112,midage singles / couples,premium
30113,older families,mainstream
30114,older singles / couples,budget
30115,young families,budget
30116,older singles / couples,premium
30117,older singles / couples,mainstream
30118,older families,budget
30119,older families,budget
30120,older singles / couples,mainstream
30121,older families,mainstream
30122,young families,mainstream
30123,young families,mainstream
30124,retirees,mainstream
30125,young families,premium
30126,retirees,budget
30127,retirees,budget
30128,retirees,mainstream
30129,retirees,budget
30130,older singles / couples,premium
30131,midage singles / couples,budget
30132,young singles / couples,premium
30133,retirees,budget
30134,older families,mainstream
30135,older singles / couples,budget
30136,young families,budget
30137,retirees,premium
30138,older singles / couples,budget
30139,older families,budget
30140,older singles / couples,premium
30141,older singles / couples,mainstream
30142,older singles / couples,mainstream
30143,older families,premium
30144,older singles / couples,mainstream
30145,young families,mainstream
30146,older families,mainstream
30147,older families,mainstream
30148,older singles / couples,premium
30149,older singles / couples,premium
30150,older families,budget
30151,retirees,premium
30152,older families,budget
30153,older families,premium
30154,older families,budget
30155,older singles / couples,budget
30156,older singles / couples,budget
30157,older families,budget
30158,older families,budget
30159,retirees,premium
30160,older families,budget
30161,older singles / couples,premium
30162,young families,premium
30163,young singles / couples,budget
30164,older families,premium
30165,young families,budget
30166,retirees,mainstream
30167,retirees,mainstream
30168,young singles / couples,budget
30169,older singles / couples,premium
30170,older singles / couples,premium
30171,older families,premium
30172,young singles / couples,mainstream
30173,retirees,mainstream
30174,older families,budget
30175,young families,mainstream
30176,midage singles / couples,mainstream
30177,older families,premium
30178,retirees,premium
30179,young singles / couples,mainstream
30180,older singles / couples,budget
30181,older singles / couples,premium
30182,retirees,mainstream
30183,older singles / couples,premium
30184,retirees,mainstream
30185,retirees,premium
30186,new families,mainstream
30187,young families,budget
30188,older singles / couples,budget
30189,young families,mainstream
30190,young singles / couples,mainstream
30191,older families,mainstream
30192,young families,budget
30193,young families,mainstream
30194,retirees,budget
30195,older singles / couples,premium
30196,older singles / couples,premium
30197,midage singles / couples,mainstream
30198,older singles / couples,mainstream
30199,older families,budget
30200,new families,premium
30201,older singles / couples,budget
30202,young families,premium
30203,young families,budget
30204,young singles / couples,mainstream
30205,retirees,mainstream
30206,young families,budget
30207,older families,mainstream
30208,midage singles / couples,premium
30209,older families,budget
30210,young families,premium
30211,young singles / couples,budget
30212,young families,budget
30213,older families,budget
30214,older families,premium
30215,retirees,premium
30216,young families,budget
30217,older families,mainstream
30218,young families,mainstream
30219,older singles / couples,premium
30220,older singles / couples,budget
30221,older singles / couples,premium
30222,young singles / couples,budget
30223,retirees,mainstream
30224,retirees,budget
30225,young families,premium
30226,young singles / couples,budget
30227,older singles / couples,mainstream
30228,young families,mainstream
30229,young singles / couples,mainstream
30230,older families,mainstream
30231,young singles / couples,mainstream
30232,young singles / couples,mainstream
30233,retirees,premium
30234,young singles / couples,premium
30235,retirees,premium
30236,older families,mainstream
31048,older singles / couples,mainstream
31290,older families,budget
32000,young singles / couples,budget
32001,retirees,mainstream
32002,older families,budget
32003,older families,premium
32004,retirees,mainstream
32006,older singles / couples,mainstream
32007,older families,budget
32008,older singles / couples,premium
32009,young families,mainstream
32010,older families,mainstream
32011,older singles / couples,premium
32012,older singles / couples,budget
32013,young singles / couples,budget
32014,retirees,mainstream
32015,retirees,premium
32016,young families,mainstream
32017,older singles / couples,budget
32018,older families,budget
32019,retirees,premium
32020,retirees,premium
32021,older singles / couples,mainstream
32022,older singles / couples,budget
32023,older families,premium
32024,retirees,premium
32025,midage singles / couples,premium
32026,older singles / couples,premium
32027,older families,budget
32028,retirees,mainstream
32029,young families,premium
32030,retirees,mainstream
32031,retirees,mainstream
32032,young families,budget
32033,retirees,budget
32034,young singles / couples,budget
32035,retirees,premium
32036,older singles / couples,mainstream
32037,young singles / couples,premium
32038,young families,premium
32039,young families,premium
32040,older singles / couples,premium
32041,older families,premium
32042,retirees,budget
32043,older families,budget
32044,older singles / couples,premium
32045,older singles / couples,budget
32046,older families,budget
32047,young singles / couples,mainstream
32048,older families,mainstream
32049,retirees,mainstream
32050,older families,premium
32051,older singles / couples,mainstream
32052,retirees,mainstream
32053,young families,premium
32054,young families,premium
32055,older families,mainstream
32056,young singles / couples,mainstream
32057,new families,mainstream
32058,young families,mainstream
32059,young families,mainstream
32060,young families,budget
32061,older singles / couples,premium
32062,older families,premium
32063,older families,budget
32064,young singles / couples,budget
32065,older singles / couples,budget
32066,older singles / couples,premium
32067,older singles / couples,premium
32068,young families,mainstream
32069,older families,mainstream
32070,midage singles / couples,mainstream
32071,older singles / couples,mainstream
32072,retirees,budget
32073,retirees,mainstream
32074,older families,mainstream
32075,older families,premium
32076,young families,premium
32077,young families,budget
32078,older families,premium
32079,retirees,budget
32080,older singles / couples,mainstream
32081,young families,budget
32082,retirees,premium
32083,midage singles / couples,premium
32084,young singles / couples,mainstream
32085,older singles / couples,premium
32086,older families,premium
32087,retirees,mainstream
32088,older families,budget
32089,midage singles / couples,premium
32090,older families,mainstream
32091,older singles / couples,budget
32092,young families,mainstream
32093,older families,premium
32094,older singles / couples,budget
32095,midage singles / couples,budget
32096,young families,budget
32097,young families,premium
32098,young families,premium
32099,young singles / couples,budget
32100,older singles / couples,premium
32101,young singles / couples,mainstream
32102,older families,budget
32103,retirees,mainstream
32104,retirees,mainstream
32105,retirees,budget
32106,retirees,mainstream
32107,older families,budget
32108,older families,mainstream
32109,retirees,budget
32110,retirees,budget
32111,older families,premium
32112,retirees,mainstream
32113,older families,premium
32114,midage singles / couples,budget
32115,midage singles / couples,mainstream
32116,young families,mainstream
32117,new families,mainstream
32118,older families,premium
32119,older families,mainstream
32120,older families,mainstream
32121,older singles / couples,budget
32122,retirees,mainstream
32123,older families,premium
32124,older singles / couples,premium
32125,older families,mainstream
32126,young singles / couples,mainstream
32127,older families,mainstream
32128,young families,budget
32129,older families,mainstream
32130,midage singles / couples,budget
32131,young singles / couples,mainstream
32132,retirees,mainstream
32133,older singles / couples,premium
32134,older singles / couples,budget
32135,young singles / couples,mainstream
32136,young singles / couples,budget
32137,older families,premium
32138,young families,budget
32139,young families,mainstream
32140,young families,budget
32141,retirees,mainstream
32142,older singles / couples,mainstream
32143,young singles / couples,mainstream
32144,retirees,budget
32145,young families,mainstream
32146,young families,premium
32147,older singles / couples,mainstream
32148,young families,budget
32149,older singles / couples,budget
32150,older families,budget
32151,retirees,mainstream
32152,young singles / couples,budget
32153,older singles / couples,mainstream
32154,older families,premium
32155,retirees,premium
32156,older families,budget
32157,retirees,budget
32158,retirees,mainstream
32159,older singles / couples,mainstream
32160,young singles / couples,mainstream
32161,young families,budget
32162,retirees,mainstream
32163,older singles / couples,premium
32164,retirees,budget
32165,midage singles / couples,mainstream
32166,retirees,premium
32167,older singles / couples,budget
32168,older families,mainstream
32169,midage singles / couples,budget
32170,young families,mainstream
32171,new families,budget
32172,young families,mainstream
32173,older families,budget
32174,young families,mainstream
32175,young families,premium
32176,young families,budget
32177,older families,budget
32178,retirees,premium
32179,older singles / couples,mainstream
32180,young families,budget
32181,young families,premium
32182,older families,premium
32183,retirees,mainstream
32184,older singles / couples,mainstream
32185,retirees,mainstream
32186,young families,budget
32187,older families,premium
32188,older singles / couples,mainstream
32189,young singles / couples,budget
32190,young families,budget
32191,new families,mainstream
32192,older families,budget
32193,older families,premium
32194,older families,budget
32195,older families,budget
32196,retirees,mainstream
32197,young singles / couples,budget
32198,older singles / couples,budget
32199,older singles / couples,budget
32200,young families,premium
32201,young families,premium
32202,older singles / couples,budget
32203,new families,mainstream
32204,midage singles / couples,mainstream
32205,retirees,mainstream
32206,young singles / couples,mainstream
32207,retirees,budget
32208,midage singles / couples,budget
32209,older families,budget
32210,young singles / couples,mainstream
32211,older singles / couples,mainstream
32212,older singles / couples,budget
32213,retirees,budget
32214,retirees,mainstream
32215,older singles / couples,premium
32216,young families,budget
32217,older families,budget
32218,older families,premium
32219,older families,premium
32220,retirees,mainstream
32221,young families,budget
32222,older families,budget
32223,older families,mainstream
32224,young singles / couples,budget
32225,young families,budget
32226,young families,budget
32227,older singles / couples,budget
32228,young singles / couples,mainstream
32229,young singles / couples,mainstream
32230,older families,budget
32231,retirees,mainstream
32232,older singles / couples,budget
32233,young families,mainstream
32234,older families,mainstream
33000,retirees,mainstream
33001,young families,budget
33002,midage singles / couples,mainstream
33003,young families,mainstream
33004,retirees,mainstream
33005,midage singles / couples,budget
33006,young families,premium
33007,older singles / couples,mainstream
33008,young families,budget
33009,retirees,mainstream
33010,older singles / couples,budget
33011,retirees,mainstream
33012,new families,budget
33013,older singles / couples,budget
33014,young singles / couples,budget
33015,older singles / couples,premium
33016,retirees,mainstream
33017,older singles / couples,budget
33018,older singles / couples,premium
33019,midage singles / couples,budget
33020,young singles / couples,mainstream
33021,older singles / couples,mainstream
33022,older families,premium
33023,young families,mainstream
33024,young families,premium
33025,older families,budget
33026,older singles / couples,premium
33027,midage singles / couples,budget
33028,older singles / couples,mainstream
33029,midage singles / couples,premium
33030,midage singles / couples,premium
33031,young singles / couples,mainstream
33032,retirees,premium
33033,young families,mainstream
33034,young singles / couples,mainstream
33035,retirees,mainstream
33036,older singles / couples,premium
33037,older singles / couples,premium
33038,older singles / couples,mainstream
33039,older families,premium
33040,young singles / couples,mainstream
33041,retirees,premium
33042,young singles / couples,budget
33043,young families,budget
33044,older singles / couples,mainstream
33045,retirees,budget
33046,older families,budget
33047,retirees,mainstream
33048,retirees,budget
33049,young families,budget
33050,older singles / couples,budget
33051,older singles / couples,premium
33052,young families,budget
33053,young singles / couples,mainstream
33054,young singles / couples,mainstream
33055,retirees,premium
33056,older singles / couples,premium
33057,young families,mainstream
33058,young singles / couples,budget
33059,new families,mainstream
33060,young families,premium
33061,young families,budget
33062,older families,premium
33063,retirees,mainstream
33064,older families,budget
33065,young singles / couples,mainstream
33066,young families,budget
33067,new families,budget
33068,retirees,mainstream
33069,older families,mainstream
33070,young singles / couples,mainstream
33071,young singles / couples,mainstream
33072,young families,mainstream
33073,older singles / couples,budget
33074,older families,budget
33075,young singles / couples,mainstream
33076,young families,premium
33077,midage singles / couples,premium
33078,older families,mainstream
33079,older families,mainstream
33080,young singles / couples,premium
33081,midage singles / couples,budget
33082,young singles / couples,mainstream
33083,midage singles / couples,mainstream
33084,retirees,mainstream
33085,older singles / couples,premium
33086,retirees,premium
33087,older families,mainstream
33088,young families,premium
33089,new families,mainstream
33090,older families,mainstream
33091,older singles / couples,mainstream
33092,retirees,budget
33093,young singles / couples,mainstream
33094,retirees,premium
33095,older singles / couples,budget
33096,older families,budget
33097,retirees,mainstream
33098,retirees,budget
33099,older singles / couples,budget
33100,young singles / couples,mainstream
33101,young families,premium
33102,young families,premium
33103,retirees,mainstream
33104,midage singles / couples,premium
33105,older singles / couples,mainstream
33106,retirees,mainstream
33107,retirees,premium
33108,older singles / couples,premium
33109,young singles / couples,budget
33110,retirees,budget
33111,young families,premium
33112,young families,mainstream
33113,older singles / couples,budget
33114,retirees,budget
33115,young singles / couples,mainstream
33116,young singles / couples,mainstream
33117,older families,premium
33118,midage singles / couples,mainstream
33119,young singles / couples,mainstream
33120,older families,mainstream
33121,young families,budget
33122,young singles / couples,mainstream
33123,young singles / couples,mainstream
33124,young families,premium
33125,older families,budget
33126,older families,mainstream
33127,young families,mainstream
33128,young singles / couples,mainstream
33129,midage singles / couples,premium
33130,older singles / couples,budget
33131,older singles / couples,premium
33132,older singles / couples,budget
33133,older singles / couples,premium
33134,older families,budget
33135,retirees,premium
33136,young singles / couples,budget
33137,young families,budget
33138,older families,premium
33139,retirees,mainstream
33140,young families,mainstream
33141,young families,budget
33142,young families,mainstream
33143,older singles / couples,mainstream
33144,older families,mainstream
33145,older families,mainstream
33146,older families,mainstream
33147,older singles / couples,premium
33148,young singles / couples,mainstream
33149,older families,budget
33150,older singles / couples,premium
33151,retirees,mainstream
33152,midage singles / couples,budget
33153,young families,premium
33154,older singles / couples,premium
33155,older singles / couples,mainstream
33156,older families,budget
33157,older singles / couples,budget
33158,older singles / couples,mainstream
33159,young families,budget
33160,older singles / couples,premium
33161,retirees,mainstream
33162,young families,mainstream
33163,older singles / couples,premium
33164,older families,budget
33165,older families,budget
33166,retirees,premium
33167,retirees,premium
33168,older singles / couples,budget
33169,older singles / couples,budget
33170,young families,premium
33171,older families,premium
33172,retirees,mainstream
33173,older families,budget
33174,retirees,budget
33175,older singles / couples,budget
33176,midage singles / couples,mainstream
33177,older families,premium
33178,older families,premium
33179,retirees,mainstream
33180,young singles / couples,budget
33181,retirees,mainstream
33182,retirees,mainstream
33183,older families,budget
33184,older singles / couples,mainstream
33185,older singles / couples,budget
33186,older families,budget
33187,older singles / couples,premium
33188,retirees,premium
33189,older families,budget
33190,young singles / couples,premium
33191,retirees,budget
33192,retirees,mainstream
33193,older singles / couples,mainstream
33194,older singles / couples,premium
33195,older singles / couples,budget
33196,young families,budget
33197,retirees,budget
33198,young families,mainstream
33199,older families,budget
33200,older families,mainstream
33201,older singles / couples,budget
33202,older families,premium
33203,older singles / couples,mainstream
33204,young families,budget
33205,young singles / couples,mainstream
33206,retirees,budget
33207,young families,premium
33208,young singles / couples,premium
33209,retirees,budget
33210,young singles / couples,mainstream
33211,older singles / couples,budget
33212,young families,budget
33213,young families,mainstream
33214,retirees,budget
33215,young families,budget
33216,older singles / couples,mainstream
33217,midage singles / couples,premium
33218,young families,mainstream
33219,young families,budget
33220,older families,premium
33221,young families,budget
33222,older families,premium
33223,older singles / couples,premium
33224,older singles / couples,budget
33225,midage singles / couples,mainstream
33226,retirees,budget
33227,older families,budget
33228,young families,mainstream
33229,young families,premium
33230,older singles / couples,budget
33231,retirees,budget
33232,older singles / couples,mainstream
33233,older singles / couples,budget
33234,young families,premium
33235,young families,budget
33236,older singles / couples,budget
33237,older families,mainstream
33238,older singles / couples,mainstream
33239,young families,budget
33240,young singles / couples,mainstream
33241,midage singles / couples,premium
33242,older singles / couples,premium
33243,young families,budget
33244,retirees,premium
33245,retirees,budget
33246,older families,budget
33247,young families,premium
33248,older families,budget
33249,older singles / couples,premium
33250,older singles / couples,mainstream
33251,midage singles / couples,mainstream
33252,older singles / couples,budget
33253,older singles / couples,mainstream
33254,midage singles / couples,premium
33255,young singles / couples,budget
34000,older singles / couples,mainstream
34001,retirees,mainstream
34002,older singles / couples,budget
34003,young singles / couples,budget
34004,young singles / couples,mainstream
34005,older families,budget
34006,new families,budget
34009,young singles / couples,budget
34010,retirees,premium
34011,retirees,budget
34012,older singles / couples,budget
34013,midage singles / couples,premium
34015,midage singles / couples,mainstream
34017,young singles / couples,mainstream
34018,young families,budget
34019,older families,premium
34020,young singles / couples,mainstream
34021,young singles / couples,mainstream
34022,midage singles / couples,mainstream
34023,new families,premium
34024,retirees,mainstream
34027,retirees,mainstream
34028,young families,premium
34029,young families,mainstream
34030,midage singles / couples,mainstream
34031,retirees,premium
34032,young singles / couples,budget
34033,older singles / couples,mainstream
34035,older singles / couples,premium
34036,older singles / couples,budget
34038,young singles / couples,mainstream
34041,retirees,premium
34043,midage singles / couples,budget
34044,retirees,budget
34046,young singles / couples,mainstream
34047,older singles / couples,budget
34049,young singles / couples,mainstream
34050,young families,budget
34051,young families,premium
34052,midage singles / couples,mainstream
34053,retirees,premium
34054,older singles / couples,mainstream
34056,young singles / couples,premium
34057,retirees,budget
34058,young families,premium
34060,young singles / couples,budget
34061,retirees,budget
34062,young singles / couples,budget
34064,retirees,mainstream
34065,older singles / couples,premium
34066,retirees,mainstream
34067,young families,budget
34068,older singles / couples,mainstream
34069,older singles / couples,mainstream
34070,retirees,premium
34072,young singles / couples,mainstream
34073,retirees,budget
34074,older families,premium
34075,young singles / couples,budget
34077,young singles / couples,mainstream
34078,retirees,budget
34079,older families,budget
34081,young singles / couples,premium
34082,retirees,premium
34083,retirees,mainstream
34084,young singles / couples,budget
34085,retirees,mainstream
34086,older singles / couples,mainstream
34089,midage singles / couples,mainstream
34090,older singles / couples,premium
34091,retirees,mainstream
34092,young singles / couples,mainstream
34093,young singles / couples,mainstream
34095,young families,budget
34096,young singles / couples,mainstream
34097,young singles / couples,premium
34098,retirees,budget
34100,young families,budget
34102,older singles / couples,premium
34103,young families,budget
34104,older singles / couples,mainstream
34106,midage singles / couples,premium
34108,older families,premium
34110,young singles / couples,mainstream
34112,older singles / couples,mainstream
34114,older singles / couples,mainstream
34115,retirees,budget
34116,new families,premium
34118,young singles / couples,premium
34119,retirees,mainstream
34121,retirees,mainstream
34122,older singles / couples,premium
34123,older singles / couples,budget
34124,older families,budget
34125,young singles / couples,mainstream
34126,retirees,premium
34127,retirees,mainstream
34130,older families,mainstream
34131,midage singles / couples,mainstream
34132,older singles / couples,premium
34133,older singles / couples,premium
34134,young singles / couples,mainstream
34137,older singles / couples,mainstream
34138,new families,budget
34142,young singles / couples,mainstream
34143,young singles / couples,budget
34144,retirees,mainstream
34145,young families,mainstream
34146,young singles / couples,premium
34147,young singles / couples,mainstream
34148,young families,budget
34151,older families,mainstream
34152,young singles / couples,budget
34154,new families,mainstream
34156,retirees,budget
34158,young singles / couples,budget
34159,new families,budget
34160,midage singles / couples,budget
34161,young singles / couples,mainstream
34162,new families,premium
34163,older families,mainstream
34164,retirees,premium
34165,midage singles / couples,mainstream
34166,older singles / couples,premium
34167,retirees,budget
34168,retirees,mainstream
34170,older singles / couples,mainstream
34171,retirees,mainstream
34172,young singles / couples,mainstream
34173,midage singles / couples,mainstream
34174,young singles / couples,mainstream
34177,older singles / couples,budget
34178,older singles / couples,mainstream
34180,young singles / couples,premium
34181,young singles / couples,mainstream
34182,young singles / couples,premium
34183,midage singles / couples,mainstream
34184,older families,budget
34185,older families,mainstream
34186,young singles / couples,mainstream
34188,young singles / couples,mainstream
34189,older families,mainstream
34190,retirees,budget
34191,older singles / couples,mainstream
34192,midage singles / couples,mainstream
34193,midage singles / couples,mainstream
34194,young singles / couples,premium
34195,retirees,premium
34196,young singles / couples,budget
34197,retirees,mainstream
34198,older singles / couples,premium
34199,young singles / couples,mainstream
34200,older singles / couples,premium
34201,older singles / couples,premium
34202,young families,budget
34203,retirees,budget
34205,young singles / couples,mainstream
34206,young singles / couples,premium
34210,young singles / couples,mainstream
34213,older singles / couples,premium
34214,older singles / couples,mainstream
34215,new families,premium
34216,retirees,budget
34217,young singles / couples,mainstream
34221,midage singles / couples,mainstream
34222,young singles / couples,mainstream
34223,young singles / couples,budget
34224,older singles / couples,mainstream
34225,retirees,premium
34226,retirees,premium
34231,retirees,mainstream
34232,new families,mainstream
34235,young families,budget
34236,older families,mainstream
34237,young singles / couples,budget
34238,midage singles / couples,mainstream
34240,older families,budget
